PR ID,PR number,Opened by,Assignee,Assignees
1465900744,119806,enj,liggitt,['liggitt']
1465826953,119804,jeremyrickard,saschagrunert,"['dims', 'saschagrunert', 'Verolop', 'ameukam', 'puerco', 'cpanato']"
1465799605,119802,takirala,apelisse,"['sttts', 'apelisse']"
1465787516,119801,wojtek-t,jpbetz,"['jpbetz', 'liggitt']"
1465774833,119800,jpbetz,liggitt,['liggitt']
1465691645,119798,aojea,jpbetz,"['dims', 'jpbetz', 'liggitt']"
1465025639,119796,sttts,ncdc,['ncdc']
1464884476,119795,sttts,p0lyn0mial,['p0lyn0mial']
1464839590,119794,aojea,dims,"['pohly', 'dims']"
1464782791,119793,borgerli,Unknown,['Unknown']
1464770474,119791,aroradaman,uablrek,['uablrek']
1464449691,119790,seantywork,enj,"['enj', 'deads2k']"
1464376021,119789,thockin,aojea,['aojea']
1464094967,119786,bzsuni,mrunalp,"['mrunalp', 'derekwaynecarr', 'dchen1107', 'SergeyKanzhelev', 'yujuhong', 'bart0sh']"
1464090688,119785,sanposhiho,alculquicondor,['alculquicondor']
1464080423,119784,sanposhiho,alculquicondor,['alculquicondor']
1464014199,119781,huweihuang,saschagrunert,"['saschagrunert', 'pacoxu']"
1464005094,119780,sanposhiho,Unknown,['Unknown']
1464004925,119779,sanposhiho,alculquicondor,['alculquicondor']
1464004919,119778,sanposhiho,Huang-Wei,['Huang-Wei']
1464004910,119777,sanposhiho,Unknown,['Unknown']
1463933260,119776,ASverdlov,pacoxu,"['soltysh', 'pacoxu']"
1463702443,119771,fatsheep9146,sjenning,"['mrunalp', 'sjenning', 'saschagrunert', 'dashpole', 'derekwaynecarr', 'dchen1107', 'SergeyKanzhelev']"
1463526190,119769,Huang-Wei,sanposhiho,"['alculquicondor', 'sanposhiho']"
1463291191,119765,tzneal,jsafrane,"['jsafrane', 'SergeyKanzhelev']"
1463226584,119764,linxiulei,mrunalp,"['mrunalp', 'klueska', 'bobbypage', 'mattcary']"
1462996794,119762,AxeZhan,smarterclayton,"['liggitt', 'smarterclayton', 'aojea', 'wojtek-t']"
1462937935,119761,soltysh,atiratree,"['bertinatto', 'atiratree']"
1462682616,119759,liangyuanpeng,Unknown,['Unknown']
1462510929,119756,vpnachev,Unknown,['Unknown']
1462505964,119755,vpnachev,Unknown,['Unknown']
1462445955,119754,pbxqdown,mrunalp,"['dims', 'mrunalp', 'derekwaynecarr', 'dchen1107', 'SergeyKanzhelev', 'bart0sh', 'iholder101']"
1462289662,119753,pacoxu,SataQiu,['SataQiu']
1462159740,119751,calebeof,Unknown,['Unknown']
1461960503,119748,AryanSharma9917,Unknown,['Unknown']
1461593636,119746,SataQiu,AxeZhan,"['kerthcet', 'AxeZhan']"
1461296141,119745,tsmetana,jsafrane,['jsafrane']
1460350787,119742,liggitt,dims,"['dims', 'pacoxu']"
1460275829,119741,humblec,justaugustus,"['dims', 'justaugustus']"
1459920682,119739,enj,Unknown,['Unknown']
1459828908,119737,yangjunmyfm192085,dims,"['dims', 'aojea']"
1459717674,119736,xh4n3,Unknown,['Unknown']
1459695939,119735,akankshapanse,jsafrane,"['dims', 'jsafrane', 'andyzhangx', 'msau42']"
1459623583,119732,sairameshv,liggitt,['liggitt']
1459413851,119729,pohly,alculquicondor,['alculquicondor']
1459405132,119728,pohly,apelisse,['apelisse']
1459161822,119725,MadhavJivrajani,dims,"['dims', 'liggitt', 'SergeyKanzhelev']"
1459144663,119724,liangyuanpeng,Unknown,['Unknown']
1459034951,119720,wackxu,Unknown,['Unknown']
1458984048,119719,dsxing,Unknown,['Unknown']
1458622420,119717,deads2k,aojea,['aojea']
1458514915,119715,logicalhan,dashpole,['dashpole']
1458496240,119714,ritazh,enj,"['ritazh', 'enj']"
1458407642,119713,ytinirt,Unknown,['Unknown']
1458328386,119710,mattcary,Unknown,['Unknown']
1458277614,119709,charles-chenzz,TommyStarK,"['pohly', 'mrunalp', 'klueska', 'TommyStarK', 'bart0sh']"
1458030767,119708,windsonsea,seans3,['seans3']
1457929666,119707,ffromani,swatisehgal,"['swatisehgal', 'xmudrii']"
1457865104,119706,ffromani,klueska,"['klueska', 'bobbypage', 'haircommander', 'bart0sh', 'swatisehgal', 'xmudrii']"
1457679425,119705,taoyounger,thockin,['thockin']
1457503996,119703,Cool-Coder174,Unknown,['Unknown']
1456675685,119696,sanchita-07,gracenng,"['palnabarun', 'gracenng', 'leonardpahlke']"
1456512706,119695,riaankleinhans,xing-yang,"['xing-yang', 'carlory']"
1456459616,119693,enj,xmudrii,"['xmudrii', 'sanchita-07']"
1456199332,119690,Ellioben,smarterclayton,['smarterclayton']
1456120133,119689,Ellioben,Unknown,['Unknown']
1456066832,119688,chenk008,bobbypage,"['bobbypage', 'SergeyKanzhelev']"
1456023695,119687,Affan-7,brianpursley,"['KnVerey', 'brianpursley']"
1456005474,119686,carlory,Unknown,['Unknown']
1455268876,119682,dims,SergeyKanzhelev,"['tzneal', 'SergeyKanzhelev', 'upodroid']"
1455259524,119680,Bhargav-InfraCloud,Unknown,['Unknown']
1455223080,119679,biswajit-9776,aojea,['aojea']
1455199735,119677,ardaguclu,Unknown,['Unknown']
1455154804,119675,ning0515,Unknown,['Unknown']
1455149529,119674,pacoxu,Unknown,['Unknown']
1455113916,119672,linxiulei,pohly,"['pohly', 'alculquicondor', 'apelisse', 'hwdef']"
1455108092,119671,xmudrii,dims,"['dims', 'ameukam', 'MadhavJivrajani']"
1455046458,119670,lengrongfu,aojea,"['tzneal', 'aojea']"
1454856675,119668,deveshgoyal1000,Unknown,['Unknown']
1454821211,119666,lengrongfu,bobbypage,"['bobbypage', 'SergeyKanzhelev']"
1454777282,119665,vinaykul,mrunalp,"['mrunalp', 'thockin', 'derekwaynecarr', 'dchen1107', 'SergeyKanzhelev', 'iholder101']"
1454587471,119663,dims,tzneal,['tzneal']
1454468789,119661,cartermckinnon,mrunalp,"['dims', 'mrunalp', 'sttts', 'liggitt', 'aojea', 'deads2k', 'SergeyKanzhelev', 'wojtek-t']"
1454420170,119659,kannon92,rphillips,"['rphillips', 'mrunalp', 'liggitt', 'ddebroy']"
1453882189,119657,charles-chenzz,Unknown,['Unknown']
1453643144,119655,swatisehgal,bart0sh,"['mrunalp', 'klueska', 'derekwaynecarr', 'dchen1107', 'bart0sh']"
1453624462,119654,p0lyn0mial,wojtek-t,['wojtek-t']
1453616717,119653,sttts,liggitt,['liggitt']
1453542714,119652,lixd,haircommander,"['mrunalp', 'derekwaynecarr', 'dchen1107', 'haircommander', 'bart0sh', 'ffromani']"
1453497826,119651,deveshgoyal1000,Unknown,['Unknown']
1453448993,119649,wackxu,wojtek-t,['wojtek-t']
1453423848,119648,ning0515,Unknown,['Unknown']
1453421765,119647,Chaunceyctx,Unknown,['Unknown']
1453323184,119644,carlory,Unknown,['Unknown']
1453242738,119643,carlory,liggitt,['liggitt']
1453158438,119637,chenk008,Unknown,['Unknown']
1453043936,119636,tzneal,dims,['dims']
1453023599,119635,dims,Unknown,['Unknown']
1452933148,119634,aramase,dims,"['dims', 'liggitt', 'enj', 'xmudrii', 'gracenng']"
1452460175,119624,dims,thockin,"['thockin', 'aojea', 'xmudrii']"
1452341483,119623,pramitagautam,jayunit100,"['pohly', 'jayunit100']"
1452306400,119622,liggitt,bart0sh,"['bart0sh', 'xmudrii']"
1452304922,119621,liggitt,bart0sh,"['bart0sh', 'xmudrii']"
1452303116,119620,liggitt,bart0sh,"['bart0sh', 'xmudrii']"
1451920633,119619,skitt,thockin,['thockin']
1451845556,119618,skitt,thockin,['thockin']
1451608051,119614,ruquanzhao,ffromani,"['swatisehgal', 'ffromani']"
1451579105,119612,sttts,logicalhan,"['logicalhan', 'dashpole']"
1451482803,119610,mukesh-mahato,mansikulkarni96,['mansikulkarni96']
1451258027,119607,wackxu,alculquicondor,"['alculquicondor', 'sanposhiho']"
1451202840,119606,a7i,SergeyKanzhelev,['SergeyKanzhelev']
1451199672,119605,a7i,SergeyKanzhelev,['SergeyKanzhelev']
1451198091,119604,a7i,SergeyKanzhelev,['SergeyKanzhelev']
1451088298,119603,upodroid,mmiranda96,"['SergeyKanzhelev', 'mmiranda96']"
1450594712,119598,tommas1988,Unknown,['Unknown']
1450582932,119597,akhilerm,nikhita,"['nikhita', 'xmudrii']"
1450519527,119596,chicobento,bobbypage,"['bobbypage', 'liggitt', 'haircommander']"
1450264992,119592,rayandas,bart0sh,"['dims', 'bart0sh', 'xmudrii']"
1450021632,119590,ffromani,Unknown,['Unknown']
1449954864,119589,carlory,brianpursley,['brianpursley']
1449663176,119587,upodroid,dims,['dims']
1449633382,119586,ning0515,Unknown,['Unknown']
1449601041,119583,jwcesign,alexzielenski,"['alexzielenski', 'apelisse', 'deads2k']"
1449515473,119579,yt2985,liggitt,['liggitt']
1449452625,119578,chendave,dims,"['dims', 'upodroid']"
1449212898,119577,jiahuif,cici37,"['jpbetz', 'cici37']"
1449138301,119575,chicobento,Unknown,['Unknown']
1449116657,119574,andrewsykim,MikeSpreitzer,"['wojtek-t', 'MikeSpreitzer']"
1449107385,119573,andrewsykim,MikeSpreitzer,"['wojtek-t', 'MikeSpreitzer']"
1449103271,119572,andrewsykim,MikeSpreitzer,"['wojtek-t', 'MikeSpreitzer']"
1449042431,119571,haircommander,rphillips,"['rphillips', 'SergeyKanzhelev']"
1448998776,119570,claassen,bobbypage,"['rphillips', 'bobbypage', 'SergeyKanzhelev']"
1448830630,119566,haircommander,mrunalp,"['dims', 'mrunalp', 'marquiz', 'derekwaynecarr', 'dchen1107', 'SergeyKanzhelev', 'bart0sh']"
1448722427,119564,logicalhan,dashpole,['dashpole']
1448441052,119562,my-git9,neolit123,"['neolit123', 'pacoxu', 'kinzhi']"
1448437176,119561,payall4u,mrunalp,"['mrunalp', 'klueska', 'pacoxu', 'SergeyKanzhelev', 'bart0sh', 'ffromani']"
1448247129,119559,carlory,eddiezane,"['soltysh', 'eddiezane']"
1448203642,119558,Songjoy,pohly,"['pohly', 'chrishenzie', 'carlory']"
1448157738,119557,p0lyn0mial,wojtek-t,['wojtek-t']
1448120717,119556,linxiulei,alculquicondor,['alculquicondor']
1448064416,119555,LinuxSuRen,aramase,['aramase']
1448046029,119554,davidmccormick,aojea,"['aojea', 'wojtek-t']"
1448026623,119553,carlory,bobbypage,['bobbypage']
1447931917,119552,liangyuanpeng,Unknown,['Unknown']
1447779435,119551,liangyuanpeng,serathius,"['serathius', 'siyuanfoundation']"
1447645666,119550,mayurpatil44,Unknown,['Unknown']
1447404914,119545,TommyStarK,Unknown,['Unknown']
1447067898,119544,cici37,jpbetz,"['jpbetz', 'liggitt']"
1447051262,119543,jpbetz,liggitt,"['liggitt', 'cici37']"
1446957522,119542,liggitt,dims,['dims']
1446886797,119540,SataQiu,andrewsykim,"['liggitt', 'andrewsykim']"
1446789936,119539,HirazawaUi,pohly,"['pohly', 'wackxu', 'sanposhiho']"
1446667858,119537,ardaguclu,verb,['verb']
1446130959,119532,sourcelliu,Unknown,['Unknown']
1446087686,119531,ritazh,enj,"['ritazh', 'enj']"
1446001132,119530,jhstianwei,Unknown,['Unknown']
1445959190,119529,carlory,msau42,['msau42']
1445921238,119527,JackTroy,mattcary,"['gnufied', 'mattcary']"
1445677446,119526,sttts,apelisse,"['dims', 'apelisse', 'Jefftree']"
1445674766,119525,uablrek,aojea,['aojea']
1445514298,119522,YTGhost,mrunalp,"['mrunalp', 'derekwaynecarr', 'dchen1107', 'SergeyKanzhelev', 'bart0sh']"
1445458772,119521,callthingsoff,jiahuif,['jiahuif']
1445366437,119519,jingxu97,mauriciopoppe,"['mauriciopoppe', 'xmudrii']"
1445365435,119518,jingxu97,Unknown,['Unknown']
1445340828,119517,sanposhiho,alculquicondor,['alculquicondor']
1445191226,119516,AryanSharma9917,Unknown,['Unknown']
1445190225,119515,haojue,pacoxu,['pacoxu']
1445035811,119513,upodroid,dims,['dims']
1444765687,119510,jpbetz,liggitt,"['liggitt', 'cici37']"
1444605176,119509,tzneal,dims,['dims']
1444474130,119508,nayihz,liggitt,['liggitt']
1444293059,119506,mimowo,alculquicondor,['alculquicondor']
1444215354,119503,wojtek-t,deads2k,"['jpbetz', 'deads2k']"
1444214424,119502,Songjoy,AxeZhan,['AxeZhan']
1444181400,119501,Songjoy,pohly,"['pohly', 'SergeyKanzhelev', 'swatisehgal']"
1444173188,119500,JackTroy,mrunalp,"['mrunalp', 'SergeyKanzhelev', 'bart0sh']"
1444163089,119498,wackxu,alculquicondor,['alculquicondor']
1444148388,119497,ning0515,Unknown,['Unknown']
1444131760,119496,pacoxu,mrunalp,"['mrunalp', 'SergeyKanzhelev', 'bart0sh', 'ffromani']"
1444128299,119495,bzsuni,liggitt,['liggitt']
1444117869,119494,carlory,pohly,['pohly']
1444067281,119492,carlory,serathius,"['dashpole', 'serathius', 'mengjiao-liu']"
1444064041,119491,ardaguclu,Unknown,['Unknown']
1444062138,119490,carlory,pohly,"['pohly', 'klueska', 'TommyStarK', 'bart0sh', 'swatisehgal']"
1444038650,119489,carlory,pohly,['pohly']
1444002321,119488,carlory,cheftako,"['pohly', 'cheftako']"
1443875456,119487,carlory,MaciekPytel,"['pohly', 'MaciekPytel']"
1443874419,119486,pacoxu,mrunalp,"['dims', 'mrunalp', 'liggitt']"
1443859320,119485,carlory,smarterclayton,"['pohly', 'smarterclayton']"
1443711089,119484,logicalhan,mengjiao-liu,['mengjiao-liu']
1443173029,119479,HirazawaUi,thockin,['thockin']
1443029210,119478,sonasingh46,gnufied,"['gnufied', 'msau42']"
1443011834,119477,mimowo,alculquicondor,['alculquicondor']
1442871484,119476,mansi1597,Unknown,['Unknown']
1442842005,119475,sxllwx,bobbypage,"['bobbypage', 'SergeyKanzhelev']"
1442647836,119473,gjkim42,mrunalp,"['dims', 'mrunalp', 'pacoxu', 'SergeyKanzhelev']"
1442516415,119471,sunnoy,Unknown,['Unknown']
1442461840,119468,Songjoy,pohly,"['pohly', 'dchen1107', 'carlory']"
1442436672,119466,mimowo,alculquicondor,"['alculquicondor', 'xmudrii']"
1442431894,119465,bzsuni,Unknown,['Unknown']
1442415441,119464,TommyStarK,bart0sh,"['mrunalp', 'klueska', 'SergeyKanzhelev', 'bart0sh']"
1442399598,119463,Songjoy,pohly,"['pohly', 'jayunit100', 'carlory']"
1442307369,119462,keisukesakasai,carlory,['carlory']
1442172832,119461,carlory,tallclair,"['pohly', 'tallclair']"
1442134941,119460,philip-peterson,Unknown,['Unknown']
1442117105,119459,carlory,jpbetz,"['pohly', 'jpbetz', 'jiahuif']"
1442060450,119458,wackxu,alculquicondor,"['alculquicondor', 'ravisantoshgudimetla']"
1442036144,119454,pacoxu,robscott,"['robscott', 'thockin', 'MrHohn', 'RyanAoh']"
1442014236,119453,cici37,jpbetz,['jpbetz']
1441349605,119447,gjkim42,mrunalp,"['mrunalp', 'klueska', 'swatisehgal', 'ffromani']"
1441329014,119444,AxeZhan,sanposhiho,['sanposhiho']
1441327426,119443,SataQiu,apelisse,['apelisse']
1441170355,119441,marquiz,mrunalp,"['mrunalp', 'derekwaynecarr', 'dchen1107', 'haircommander', 'bart0sh']"
1440941334,119437,serathius,jpbetz,"['jpbetz', 'logicalhan', 'mborsz', 'wojtek-t']"
1440936254,119436,claudiubelu,jsturtevant,"['jsturtevant', 'liggitt', 'alculquicondor', 'Huang-Wei', 'pacoxu', 'caesarxuchao', 'chendave', 'deads2k']"
1440792906,119434,mimowo,alculquicondor,['alculquicondor']
1440742316,119432,ffromani,mrunalp,"['mrunalp', 'klueska', 'bobbypage', 'derekwaynecarr', 'dchen1107', 'haircommander', 'swatisehgal', 'xmudrii']"
1440732023,119431,carlory,Unknown,['Unknown']
1440631999,119426,saschagrunert,Unknown,['Unknown']
1440559092,119422,saschagrunert,ameukam,"['dims', 'ameukam']"
1440537559,119421,iholder101,pacoxu,"['mrunalp', 'pacoxu', 'SergeyKanzhelev', 'ffromani']"
1440424679,119420,whzghb,Unknown,['Unknown']
1440248101,119417,carlory,jpbetz,"['jpbetz', 'liggitt']"
1439980638,119414,klueska,SergeyKanzhelev,['SergeyKanzhelev']
1439976249,119413,ljosyula,Unknown,['Unknown']
1439882873,119412,marosset,aravindhp,"['SergeyKanzhelev', 'aravindhp', 'fabi200123']"
1439736910,119410,Jefftree,sttts,['sttts']
1439702535,119409,alexzielenski,jpbetz,"['jpbetz', 'cici37']"
1439699584,119408,alexzielenski,Unknown,['Unknown']
1439556063,119405,HirazawaUi,sanposhiho,['sanposhiho']
1439552452,119404,a-hilaly,jpbetz,"['jpbetz', 'cici37', 'andrewsykim', 'ivelichkovich']"
1439347085,119402,Tal-or,SergeyKanzhelev,"['SergeyKanzhelev', 'bart0sh', 'swatisehgal', 'ffromani']"
1439221879,119399,wackxu,chendave,"['chendave', 'kerthcet']"
1439187215,119398,IvoGoman,deads2k,['deads2k']
1439168480,119397,wackxu,sanposhiho,['sanposhiho']
1439081427,119396,wackxu,sanposhiho,"['kerthcet', 'sanposhiho']"
1439037031,119395,carlory,gnufied,"['gnufied', 'jsafrane']"
1438895641,119394,aroradaman,aojea,['aojea']
1438894015,119393,saschagrunert,justaugustus,"['justaugustus', 'cheftako', 'cpanato', 'dchen1107']"
1438704903,119392,likakuli,bobbypage,['bobbypage']
1438423265,119390,sohankunkerkar,haircommander,"['mrunalp', 'haircommander', 'SergeyKanzhelev']"
1438400264,119389,helen-frank,Unknown,['Unknown']
1438134075,119388,jpbetz,dims,['dims']
1438080541,119387,enj,smarterclayton,"['smarterclayton', 'odinuge', 'ritazh']"
1437995052,119386,dgrisonnet,serathius,['serathius']
1437935048,119385,andrewsykim,wojtek-t,"['wojtek-t', 'MikeSpreitzer']"
1437833514,119383,SergeyKanzhelev,dchen1107,"['dims', 'dchen1107']"
1437775610,119382,SergeyKanzhelev,liggitt,"['dims', 'liggitt']"
1437752744,119381,gjkim42,SergeyKanzhelev,['SergeyKanzhelev']
1437750254,119380,a-hilaly,liggitt,"['liggitt', 'cici37', 'ivelichkovich']"
1437684795,119379,varshaprasad96,Unknown,['Unknown']
1437470251,119376,dgrisonnet,alculquicondor,"['alculquicondor', 'aojea', 'wojtek-t', 'xmudrii']"
1437469111,119375,dgrisonnet,alculquicondor,"['alculquicondor', 'aojea', 'wojtek-t', 'xmudrii']"
1437429180,119374,danwinship,thockin,['thockin']
1437385615,119373,Gekko0114,sanposhiho,"['sanposhiho', 'AxeZhan']"
1437374266,119372,dgrisonnet,Unknown,['Unknown']
1437361407,119371,xmudrii,cpanato,"['saschagrunert', 'liggitt', 'cpanato', 'nikhita']"
1437202987,119370,skitt,thockin,['thockin']
1437056642,119369,xmudrii,cpanato,"['dims', 'saschagrunert', 'liggitt', 'cpanato']"
1437051701,119368,xmudrii,dims,"['dims', 'saschagrunert', 'liggitt', 'ameukam', 'cpanato']"
1437047931,119367,xmudrii,saschagrunert,"['dims', 'saschagrunert', 'liggitt', 'cpanato']"
1437043198,119366,xmudrii,dims,"['dims', 'saschagrunert', 'liggitt', 'ameukam', 'cpanato']"
1437023864,119365,xmudrii,saschagrunert,"['dims', 'saschagrunert', 'cpanato']"
1436932730,119363,jsafrane,gnufied,"['gnufied', 'xmudrii']"
1436864033,119362,pacoxu,bobbypage,"['bobbypage', 'haircommander', 'SergeyKanzhelev']"
1436706982,119359,wackxu,msau42,['msau42']
1436337362,119356,alexeldeib,Unknown,['Unknown']
1436313728,119355,danielvegamyhre,Unknown,['Unknown']
1436252808,119354,gjkim42,liggitt,['liggitt']
1436246975,119353,aojea,thockin,['thockin']
1436146942,119351,SataQiu,neolit123,['neolit123']
1436023248,119349,torredil,wongma7,['wongma7']
1435968588,119347,nine03,Unknown,['Unknown']
1435811115,119346,chendave,neolit123,"['neolit123', 'pacoxu']"
1435661730,119345,SataQiu,neolit123,['neolit123']
1435544715,119344,mskrocki,robscott,"['robscott', 'liggitt']"
1435455140,119343,alexzielenski,Unknown,['Unknown']
1435400550,119342,a-hilaly,ivelichkovich,['ivelichkovich']
1435374800,119341,divyasri537,logicalhan,"['jpbetz', 'logicalhan', 'ivelichkovich']"
1435370711,119340,alexzielenski,sttts,['sttts']
1435186110,119338,alculquicondor,liggitt,['liggitt']
1435185813,119337,alculquicondor,liggitt,['liggitt']
1435185500,119336,alculquicondor,liggitt,['liggitt']
1435081054,119335,mimowo,alculquicondor,['alculquicondor']
1435058825,119334,kmala,liggitt,"['liggitt', 'apelisse']"
1435045304,119333,liggitt,neolit123,"['neolit123', 'pacoxu']"
1435043440,119332,divyasri537,Unknown,['Unknown']
1434806586,119330,bertinatto,aojea,"['liggitt', 'aojea']"
1434765886,119329,brianpursley,ffromani,['ffromani']
1434721754,119328,sanposhiho,ahg-g,"['alculquicondor', 'ahg-g']"
1434685569,119327,iholder101,Unknown,['Unknown']
1434678381,119326,rituisboy,Unknown,['Unknown']
1434532419,119324,xmudrii,saschagrunert,"['dims', 'saschagrunert', 'cpanato', 'jeremyrickard']"
1434330246,119321,mingregister,jpbetz,['jpbetz']
1434253566,119319,chendave,SataQiu,['SataQiu']
1434235027,119318,codefromthecrypt,kerthcet,['kerthcet']
1434169622,119317,mochizuki875,atiratree,['atiratree']
1434119997,119315,ivelichkovich,Unknown,['Unknown']
1434100184,119314,ivelichkovich,Unknown,['Unknown']
1434099762,119313,chendave,neolit123,['neolit123']
1434071451,119312,pacoxu,liggitt,['liggitt']
1434017564,119311,ivelichkovich,andrewsykim,"['logicalhan', 'andrewsykim']"
1434000383,119310,thockin,aojea,['aojea']
1433892937,119309,nilekhc,Unknown,['Unknown']
1433860742,119308,nilekhc,Unknown,['Unknown']
1433770250,119307,bart0sh,klueska,"['klueska', 'TommyStarK']"
1433718932,119306,benluddy,jiahuif,['jiahuif']
1433678147,119305,deads2k,liggitt,['liggitt']
1433510316,119303,abidmunirmalik,ardaguclu,['ardaguclu']
1433482625,119301,kannon92,alculquicondor,"['alculquicondor', 'deads2k', 'mimowo']"
1433458163,119296,pohly,liggitt,['liggitt']
1433447402,119295,jsafrane,gnufied,['gnufied']
1433426815,119294,mimowo,alculquicondor,"['alculquicondor', 'deads2k']"
1433321052,119292,brianpursley,ffromani,['ffromani']
1433190493,119291,mimowo,alculquicondor,"['alculquicondor', 'kannon92']"
1433169812,119290,carlory,sanposhiho,['sanposhiho']
1433166053,119288,danwinship,aojea,['aojea']
1433137269,119287,MeowChan27,ardaguclu,['ardaguclu']
1432866753,119286,ardaguclu,apelisse,['apelisse']
1432853997,119285,skitt,neolit123,"['neolit123', 'thockin']"
1432841041,119284,mengjiao-liu,Unknown,['Unknown']
1432813963,119283,ruquanzhao,Unknown,['Unknown']
1432651856,119281,jsafrane,gnufied,"['gnufied', 'saad-ali', 'jingxu97']"
1432612829,119280,elezar,Unknown,['Unknown']
1432530660,119279,chendave,neolit123,['neolit123']
1432525880,119278,r4f4,neolit123,['neolit123']
1432454694,119277,SataQiu,SergeyKanzhelev,"['dims', 'SergeyKanzhelev']"
1432279640,119274,tukwila,chendave,['chendave']
1432067175,119272,deads2k,richabanker,['richabanker']
1432050834,119271,aojea,liggitt,"['sttts', 'liggitt', 'wojtek-t']"
1432019897,119268,rikatz,liggitt,['liggitt']
1431944096,119266,kannon92,Unknown,['Unknown']
1431717871,119264,logicalhan,dashpole,"['dashpole', 'deads2k', 'dgrisonnet', 'richabanker', 'mengjiao-liu']"
1431587196,119262,HirazawaUi,apelisse,"['apelisse', 'Verolop']"
1431585884,119261,HirazawaUi,liggitt,"['liggitt', 'apelisse', 'Verolop', 'wojtek-t']"
1431584909,119260,HirazawaUi,liggitt,"['liggitt', 'apelisse', 'Verolop']"
1431583077,119258,HirazawaUi,liggitt,"['liggitt', 'apelisse', 'Verolop']"
1431337289,119256,brianpursley,ardaguclu,['ardaguclu']
1431252093,119254,cuishuang,stlaz,['stlaz']
1431193901,119253,praveenkprabhakaran,Unknown,['Unknown']
1431116004,119252,serathius,wojtek-t,['wojtek-t']
1431043996,119251,soltysh,ardaguclu,['ardaguclu']
1430849314,119250,pohly,soltysh,"['soltysh', 'thockin', 'shivanshuraj1333']"
1430793512,119247,saschagrunert,dims,"['dims', 'cpanato']"
1430515860,119243,dprotaso,robscott,"['robscott', 'thockin']"
1430455969,119242,carlory,sanposhiho,"['alculquicondor', 'ahg-g', 'sanposhiho']"
1430189016,119241,cartermckinnon,logicalhan,"['logicalhan', 'cheftako', 'aojea', 'wojtek-t', 'andrewsykim', 'dgrisonnet']"
1430130391,119240,jpbetz,derekwaynecarr,"['dims', 'derekwaynecarr', 'aojea', 'deads2k']"
1430074184,119238,kiashok,jsturtevant,"['jsturtevant', 'pacoxu', 'SergeyKanzhelev']"
1430010542,119237,jpbetz,alexzielenski,['alexzielenski']
1429983393,119233,bertinatto,mrunalp,"['mrunalp', 'tzneal']"
1429966753,119232,danielvegamyhre,soltysh,"['soltysh', 'liggitt', 'ahg-g']"
1429931907,119231,alexzielenski,Unknown,['Unknown']
1429772587,119229,HirazawaUi,apelisse,['apelisse']
1429493221,119226,enj,deads2k,['deads2k']
1429492412,119225,iholder101,bobbypage,"['dims', 'bobbypage', 'SergeyKanzhelev', 'harche']"
1429337483,119224,aleksandra-malinowska,soltysh,"['soltysh', 'Verolop']"
1429310178,119223,aleksandra-malinowska,soltysh,"['soltysh', 'Verolop']"
1429002294,119222,git-jxj,BenTheElder,"['BenTheElder', 'pacoxu']"
1428878990,119219,cpanato,liggitt,"['saschagrunert', 'liggitt', 'nikhita', 'xmudrii']"
1428863339,119218,pacoxu,Unknown,['Unknown']
1428755935,119217,mimowo,alculquicondor,['alculquicondor']
1428527626,119215,alexzielenski,jpbetz,"['jpbetz', 'liggitt', 'cici37']"
1428156490,119214,kaisoz,soltysh,"['soltysh', 'kannon92', 'mimowo']"
1428006068,119213,deveshgoyal1000,Unknown,['Unknown']
1427977558,119212,CoderSherlock,mrunalp,"['mrunalp', 'tzneal', 'bobbypage', 'ndixita', 'SergeyKanzhelev', 'bart0sh']"
1427878312,119209,jiahuif,alexzielenski,"['alexzielenski', 'jpbetz', 'cici37']"
1427852762,119208,atosatto,mrunalp,"['mrunalp', 'soltysh', 'Huang-Wei', 'haircommander', 'yuanchen8911']"
1427824942,119207,serathius,wojtek-t,['wojtek-t']
1427796409,119205,andreaskaris,Unknown,['Unknown']
1427758140,119203,cpanato,xmudrii,['xmudrii']
1427753804,119202,cpanato,xmudrii,['xmudrii']
1427723314,119201,cpanato,liggitt,"['saschagrunert', 'liggitt', 'Verolop', 'puerco', 'xmudrii']"
1427531506,119200,eiffel-fl,verb,"['verb', 'ardaguclu']"
1427472904,119199,cbley-da,Unknown,['Unknown']
1427431273,119198,jadhaj,thockin,"['thockin', 'aojea', 'sftim']"
1427358012,119197,saschagrunert,mrunalp,"['mrunalp', 'bobbypage', 'saschagrunert', 'smarterclayton', 'wzshiming', 'haircommander', 'SergeyKanzhelev']"
1427232042,119195,pohly,byako,['byako']
1427064598,119194,chendave,Unknown,['Unknown']
1426990843,119193,mimowo,alculquicondor,['alculquicondor']
1426964447,119191,carlory,Unknown,['Unknown']
1426920111,119190,Azhovan,Unknown,['Unknown']
1426823117,119189,cndoit18,pohly,['pohly']
1426683950,119186,seans3,logicalhan,"['logicalhan', 'liggitt', 'aojea']"
1426682671,119185,xing-yang,gnufied,"['gnufied', 'msau42', 'mattcary']"
1426355545,119183,kerthcet,Unknown,['Unknown']
1426348117,119182,yyzai666,Unknown,['Unknown']
1426341087,119181,yyzai666,Unknown,['Unknown']
1426171805,119179,gjkim42,SergeyKanzhelev,['SergeyKanzhelev']
1426044404,119178,carlory,apelisse,['apelisse']
1425937996,119177,carlory,sanposhiho,['sanposhiho']
1425917652,119176,carlory,sanposhiho,['sanposhiho']
1425873278,119174,sanjeev003,Unknown,['Unknown']
